64	1183.510638
70	1308.562197
75	1134.644478
81	1308.436325
88	1370.604148
95	1188.137164
102	1245.996645
110	1227.526348
119	1183.064758
128	1225.328947
139	1200.931203
150	1193.951643
162	1237.277988
175	1205.617532
189	1243.467712
204	1236.461410
220	1212.802662
238	1223.844948
256	1211.142016
277	1227.094503
299	1247.546591
323	1244.403761
349	1222.187535
377	1247.103163
407	1228.923445
439	1220.499509
475	1235.302557
512	1228.326942
553	1223.798920
598	1220.081755
646	1255.152147
697	1240.419653
753	1223.877272
813	1231.320383
878	1226.453114
949	1227.204158
1024	1223.746129
1106	1243.029905
1195	1252.666220
1291	1233.216087
1394	1241.901136
1506	1234.684039
1626	1233.250165
1756	1233.989505
1897	1234.835592
2048	1225.433250
2212	1234.811597
2390	1230.346233
2581	1239.543641
2787	1235.526314
3011	1238.419876
3251	1238.714134
3512	1229.608525
3793	1231.682118
4096	1225.257608
4424	1232.997229
4779	1234.744571
5161	1234.867664
5574	1234.776075
6021	1259.454528
6502	1255.186390
7023	1229.945198
7585	1230.105518
8192	1233.329047
8848	1229.229544
9557	1245.533989
10322	1245.136577
11148	1236.436530
12041	1240.649597
13004	1246.905016
14046	1250.219627
15170	1244.285329
16384	1245.473752
17696	1237.323316
19113	1244.988495
20643	1238.785237
22296	1234.382147
24081	1233.860943
26008	1237.358798
28091	1237.750980
30340	1242.842819
